segment_id,segment_status,rejection_reason,drifter_id,start_time_utc,end_time_utc,month_key,expected_observation_count,actual_observation_count,coverage_complete,coverage_gap_detected,start_point_in_validation_box,window_points_within_validation_box,regional_box_status,non_overlap_status,drogue_status_complete,drogue_attached_through_window,drogue_lost_date_start_row,deploy_date_start_row,start_lat,start_lon,end_lat,end_lon,ve_start,vn_start,err_lat_start,err_lon_start,DrogueType,DrogueLength,DrogueDetectSensor
300234063895920_20170107T000000Z_20170110T000000Z,accepted,,300234063895920,2017-01-07T00:00:00+00:00,2017-01-10T00:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-01-25T00:00:00+00:00,2016-10-23T00:00:00+00:00,15.533,123.409,15.689,123.263,0.06679,0.10195,,,HOLY230,6.6 m,tether strain
300234063895920_20170110T060000Z_20170113T060000Z,accepted,,300234063895920,2017-01-10T06:00:00+00:00,2017-01-13T06:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-01-25T00:00:00+00:00,2016-10-23T00:00:00+00:00,15.735,123.206,16.064,122.765,-0.17481,0.29059,,,HOLY230,6.6 m,tether strain
300234063895920_20170113T120000Z_20170116T120000Z,accepted,,300234063895920,2017-01-13T12:00:00+00:00,2017-01-16T12:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-01-25T00:00:00+00:00,2016-10-23T00:00:00+00:00,16.054,122.731,15.957,122.24,-0.18045,-0.02591,,,HOLY230,6.6 m,tether strain
300234063895920_20170116T180000Z_20170119T180000Z,accepted,,300234063895920,2017-01-16T18:00:00+00:00,2017-01-19T18:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-01-25T00:00:00+00:00,2016-10-23T00:00:00+00:00,15.93,122.22,15.504,121.964,-0.09374,-0.182,,,HOLY230,6.6 m,tether strain
300234063895920_20170120T000000Z_20170123T000000Z,accepted,,300234063895920,2017-01-20T00:00:00+00:00,2017-01-23T00:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-01-25T00:00:00+00:00,2016-10-23T00:00:00+00:00,15.491,121.916,15.631,121.686,-0.23542,-0.06734,,,HOLY230,6.6 m,tether strain
300234063948850_20180926T000000Z_20180929T000000Z,accepted,,300234063948850,2018-09-26T00:00:00+00:00,2018-09-29T00:00:00+00:00,201809,13,13,True,False,True,True,inside,accepted,True,True,2018-10-01T00:00:00+00:00,2018-06-02T00:00:00+00:00,14.865,124.429,14.464,124.386,-0.40124,-0.08612,,,nan,7.5 m,tether strain
300234063948910_20191212T000000Z_20191215T000000Z,accepted,,300234063948910,2019-12-12T00:00:00+00:00,2019-12-15T00:00:00+00:00,201912,13,13,True,False,True,True,inside,accepted,True,True,2019-12-24T00:00:00+00:00,2019-06-22T00:00:00+00:00,14.758,124.491,14.976,124.146,-0.16893,-0.00413,,,nan,7.5 m,tether strain
300234063948910_20191215T060000Z_20191218T060000Z,accepted,,300234063948910,2019-12-15T06:00:00+00:00,2019-12-18T06:00:00+00:00,201912,13,13,True,False,True,True,inside,accepted,True,True,2019-12-24T00:00:00+00:00,2019-06-22T00:00:00+00:00,15.019,124.098,15.237,123.894,-0.12538,0.25339,,,nan,7.5 m,tether strain
300234063948910_20191218T120000Z_20191221T120000Z,accepted,,300234063948910,2019-12-18T12:00:00+00:00,2019-12-21T12:00:00+00:00,201912,13,13,True,False,True,True,inside,accepted,True,True,2019-12-24T00:00:00+00:00,2019-06-22T00:00:00+00:00,15.278,123.872,15.62,123.663,-0.09912,0.20975,,,nan,7.5 m,tether strain
300234063992360_20170102T180000Z_20170105T180000Z,accepted,,300234063992360,2017-01-02T18:00:00+00:00,2017-01-05T18:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-02-27T00:00:00+00:00,2016-10-26T00:00:00+00:00,15.615,124.476,15.911,123.937,-0.34115,0.04307,,,HOLY230,6.6 m,tether strain
300234063992360_20170106T000000Z_20170109T000000Z,accepted,,300234063992360,2017-01-06T00:00:00+00:00,2017-01-09T00:00:00+00:00,201701,13,13,True,False,True,True,inside,accepted,True,True,2017-02-27T00:00:00+00:00,2016-10-26T00:00:00+00:00,15.929,123.885,16.3,123.293,-0.21364,0.12499,,,HOLY230,6.6 m,tether strain
300234065662790_20180706T060000Z_20180709T060000Z,accepted,,300234065662790,2018-07-06T06:00:00+00:00,2018-07-09T06:00:00+00:00,201807,13,13,True,False,True,True,inside,accepted,True,True,2018-08-17T00:00:00+00:00,2018-06-30T00:00:00+00:00,15.247,124.469,15.03,124.096,-0.20651,-0.22859,,,nan,6.5 m,tether strain
300234066298520_20190920T060000Z_20190923T060000Z,accepted,,300234066298520,2019-09-20T06:00:00+00:00,2019-09-23T06:00:00+00:00,201909,13,13,True,False,True,True,inside,accepted,True,True,2019-12-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,15.258,124.468,15.353,124.167,-0.26199,-0.05002,,,nan,6.5 m,tether strain
300234066298520_20190923T120000Z_20190926T120000Z,accepted,,300234066298520,2019-09-23T12:00:00+00:00,2019-09-26T12:00:00+00:00,201909,13,13,True,False,True,True,inside,accepted,True,True,2019-12-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,15.348,124.115,15.618,123.747,-0.23732,0.01281,,,nan,6.5 m,tether strain
300234066298520_20190926T180000Z_20190929T180000Z,accepted,,300234066298520,2019-09-26T18:00:00+00:00,2019-09-29T18:00:00+00:00,201909,13,13,True,False,True,True,inside,accepted,True,True,2019-12-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,15.635,123.738,15.913,123.816,-0.00373,0.10366,,,nan,6.5 m,tether strain
300234066298520_20190930T000000Z_20191003T000000Z,accepted,,300234066298520,2019-09-30T00:00:00+00:00,2019-10-03T00:00:00+00:00,201909,13,13,True,False,True,True,inside,accepted,True,True,2019-12-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,15.961,123.888,16.182,124.197,0.39433,0.18577,,,nan,6.5 m,tether strain
300534060352020_20210305T180000Z_20210308T180000Z,accepted,,300534060352020,2021-03-05T18:00:00+00:00,2021-03-08T18:00:00+00:00,202103,13,13,True,False,True,True,inside,accepted,True,True,2021-03-15T00:00:00+00:00,2020-08-27T00:00:00+00:00,14.422,124.486,15.3,123.416,-0.36614,0.44422,,,nan,6.6 m,tether strain
300534060352020_20210309T000000Z_20210312T000000Z,accepted,,300534060352020,2021-03-09T00:00:00+00:00,2021-03-12T00:00:00+00:00,202103,13,13,True,False,True,True,inside,accepted,True,True,2021-03-15T00:00:00+00:00,2020-08-27T00:00:00+00:00,15.365,123.321,16.047,122.297,-0.53884,0.31888,,,nan,6.6 m,tether strain
