loading_audit_schema_version,loading_audit_policy,case_name,recipe,description,intended_current_source,intended_wind_source,intended_wave_source,actual_current_reader,actual_wind_reader,actual_wave_reader,current_fallback_used,wind_fallback_used,wave_fallback_used,wave_forcing_present,wave_loading_status,validity_flag,status_flag,hard_fail,hard_fail_reason,invalidity_reason,output_path,map_file,ncs_score,segment_id,drifter_id,start_time_utc,end_time_utc,month_key
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250850_20170308T120000Z_20170311T120000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,7.287167952539143,300234063250850_20170308T120000Z_20170311T120000Z,300234063250850,2017-03-08T12:00:00+00:00,2017-03-11T12:00:00+00:00,201703
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170202T120000Z_20170205T120000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.1891080150751145,300234063250950_20170202T120000Z_20170205T120000Z,300234063250950,2017-02-02T12:00:00+00:00,2017-02-05T12:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170202T120000Z_20170205T120000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.202894565284957,300234063250950_20170202T120000Z_20170205T120000Z,300234063250950,2017-02-02T12:00:00+00:00,2017-02-05T12:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170202T120000Z_20170205T120000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,3.4430663245734725,300234063250950_20170202T120000Z_20170205T120000Z,300234063250950,2017-02-02T12:00:00+00:00,2017-02-05T12:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170202T120000Z_20170205T120000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,3.449555784370755,300234063250950_20170202T120000Z_20170205T120000Z,300234063250950,2017-02-02T12:00:00+00:00,2017-02-05T12:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170205T180000Z_20170208T180000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.006900770862335,300234063250950_20170205T180000Z_20170208T180000Z,300234063250950,2017-02-05T18:00:00+00:00,2017-02-08T18:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170205T180000Z_20170208T180000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.028709612432082,300234063250950_20170205T180000Z_20170208T180000Z,300234063250950,2017-02-05T18:00:00+00:00,2017-02-08T18:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170205T180000Z_20170208T180000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.463114045319881,300234063250950_20170205T180000Z_20170208T180000Z,300234063250950,2017-02-05T18:00:00+00:00,2017-02-08T18:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063250950_20170205T180000Z_20170208T180000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.49094062862436,300234063250950_20170205T180000Z_20170208T180000Z,300234063250950,2017-02-05T18:00:00+00:00,2017-02-08T18:00:00+00:00,201702
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170705T120000Z_20170708T120000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,6.297163202440266,300234063253730_20170705T120000Z_20170708T120000Z,300234063253730,2017-07-05T12:00:00+00:00,2017-07-08T12:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170705T120000Z_20170708T120000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,6.307094535233465,300234063253730_20170705T120000Z_20170708T120000Z,300234063253730,2017-07-05T12:00:00+00:00,2017-07-08T12:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170705T120000Z_20170708T120000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.056947199171204,300234063253730_20170705T120000Z_20170708T120000Z,300234063253730,2017-07-05T12:00:00+00:00,2017-07-08T12:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170705T120000Z_20170708T120000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.068923052864367,300234063253730_20170705T120000Z_20170708T120000Z,300234063253730,2017-07-05T12:00:00+00:00,2017-07-08T12:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170729T060000Z_20170801T060000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,7.688736363437119,300234063253730_20170729T060000Z_20170801T060000Z,300234063253730,2017-07-29T06:00:00+00:00,2017-08-01T06:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170729T060000Z_20170801T060000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,7.627406835405683,300234063253730_20170729T060000Z_20170801T060000Z,300234063253730,2017-07-29T06:00:00+00:00,2017-08-01T06:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170729T060000Z_20170801T060000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,7.24226289198375,300234063253730_20170729T060000Z_20170801T060000Z,300234063253730,2017-07-29T06:00:00+00:00,2017-08-01T06:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063253730_20170729T060000Z_20170801T060000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,7.18482425747528,300234063253730_20170729T060000Z_20170801T060000Z,300234063253730,2017-07-29T06:00:00+00:00,2017-08-01T06:00:00+00:00,201707
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180417T120000Z_20180420T120000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,6.178494067603231,300234063257280_20180417T120000Z_20180420T120000Z,300234063257280,2018-04-17T12:00:00+00:00,2018-04-20T12:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180417T120000Z_20180420T120000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,6.2163612353384465,300234063257280_20180417T120000Z_20180420T120000Z,300234063257280,2018-04-17T12:00:00+00:00,2018-04-20T12:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180417T120000Z_20180420T120000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.410203520683038,300234063257280_20180417T120000Z_20180420T120000Z,300234063257280,2018-04-17T12:00:00+00:00,2018-04-20T12:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180417T120000Z_20180420T120000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.453235271715105,300234063257280_20180417T120000Z_20180420T120000Z,300234063257280,2018-04-17T12:00:00+00:00,2018-04-20T12:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180420T180000Z_20180423T180000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.904660825531323,300234063257280_20180420T180000Z_20180423T180000Z,300234063257280,2018-04-20T18:00:00+00:00,2018-04-23T18:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180420T180000Z_20180423T180000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.880358676991869,300234063257280_20180420T180000Z_20180423T180000Z,300234063257280,2018-04-20T18:00:00+00:00,2018-04-23T18:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180420T180000Z_20180423T180000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.619222610514258,300234063257280_20180420T180000Z_20180423T180000Z,300234063257280,2018-04-20T18:00:00+00:00,2018-04-23T18:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063257280_20180420T180000Z_20180423T180000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.587653337215908,300234063257280_20180420T180000Z_20180423T180000Z,300234063257280,2018-04-20T18:00:00+00:00,2018-04-23T18:00:00+00:00,201804
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180922T000000Z_20180925T000000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,3.5568660344979888,300234063258180_20180922T000000Z_20180925T000000Z,300234063258180,2018-09-22T00:00:00+00:00,2018-09-25T00:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180922T000000Z_20180925T000000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,3.5700631547441213,300234063258180_20180922T000000Z_20180925T000000Z,300234063258180,2018-09-22T00:00:00+00:00,2018-09-25T00:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180922T000000Z_20180925T000000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.547918442624915,300234063258180_20180922T000000Z_20180925T000000Z,300234063258180,2018-09-22T00:00:00+00:00,2018-09-25T00:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180922T000000Z_20180925T000000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.560819895162479,300234063258180_20180922T000000Z_20180925T000000Z,300234063258180,2018-09-22T00:00:00+00:00,2018-09-25T00:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180925T060000Z_20180928T060000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.19504241095861,300234063258180_20180925T060000Z_20180928T060000Z,300234063258180,2018-09-25T06:00:00+00:00,2018-09-28T06:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180925T060000Z_20180928T060000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.146892920766408,300234063258180_20180925T060000Z_20180928T060000Z,300234063258180,2018-09-25T06:00:00+00:00,2018-09-28T06:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180925T060000Z_20180928T060000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.421337811783004,300234063258180_20180925T060000Z_20180928T060000Z,300234063258180,2018-09-25T06:00:00+00:00,2018-09-28T06:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180925T060000Z_20180928T060000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.378221215643296,300234063258180_20180925T060000Z_20180928T060000Z,300234063258180,2018-09-25T06:00:00+00:00,2018-09-28T06:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180928T120000Z_20181001T120000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.275333446844316,300234063258180_20180928T120000Z_20181001T120000Z,300234063258180,2018-09-28T12:00:00+00:00,2018-10-01T12:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180928T120000Z_20181001T120000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.235858041510688,300234063258180_20180928T120000Z_20181001T120000Z,300234063258180,2018-09-28T12:00:00+00:00,2018-10-01T12:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180928T120000Z_20181001T120000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.6051990344541744,300234063258180_20180928T120000Z_20181001T120000Z,300234063258180,2018-09-28T12:00:00+00:00,2018-10-01T12:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20180928T120000Z_20181001T120000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.562812061083311,300234063258180_20180928T120000Z_20181001T120000Z,300234063258180,2018-09-28T12:00:00+00:00,2018-10-01T12:00:00+00:00,201809
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20181001T180000Z_20181004T180000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.503599151676284,300234063258180_20181001T180000Z_20181004T180000Z,300234063258180,2018-10-01T18:00:00+00:00,2018-10-04T18:00:00+00:00,201810
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20181001T180000Z_20181004T180000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.651858249243885,300234063258180_20181001T180000Z_20181004T180000Z,300234063258180,2018-10-01T18:00:00+00:00,2018-10-04T18:00:00+00:00,201810
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20181001T180000Z_20181004T180000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.911621716323291,300234063258180_20181001T180000Z_20181004T180000Z,300234063258180,2018-10-01T18:00:00+00:00,2018-10-04T18:00:00+00:00,201810
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063258180_20181001T180000Z_20181004T180000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,6.069055789313171,300234063258180_20181001T180000Z_20181004T180000Z,300234063258180,2018-10-01T18:00:00+00:00,2018-10-04T18:00:00+00:00,201810
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063345270_20170824T180000Z_20170827T180000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.350102128305415,300234063345270_20170824T180000Z_20170827T180000Z,300234063345270,2017-08-24T18:00:00+00:00,2017-08-27T18:00:00+00:00,201708
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063345270_20170824T180000Z_20170827T180000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.209753382983977,300234063345270_20170824T180000Z_20170827T180000Z,300234063345270,2017-08-24T18:00:00+00:00,2017-08-27T18:00:00+00:00,201708
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063345270_20170824T180000Z_20170827T180000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.932968345417318,300234063345270_20170824T180000Z_20170827T180000Z,300234063345270,2017-08-24T18:00:00+00:00,2017-08-27T18:00:00+00:00,201708
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063345270_20170824T180000Z_20170827T180000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.781099668995673,300234063345270_20170824T180000Z_20170827T180000Z,300234063345270,2017-08-24T18:00:00+00:00,2017-08-27T18:00:00+00:00,201708
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161205T180000Z_20161208T180000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.801372251464407,300234063894910_20161205T180000Z_20161208T180000Z,300234063894910,2016-12-05T18:00:00+00:00,2016-12-08T18:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161205T180000Z_20161208T180000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.67754563886984,300234063894910_20161205T180000Z_20161208T180000Z,300234063894910,2016-12-05T18:00:00+00:00,2016-12-08T18:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161205T180000Z_20161208T180000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.234113421275293,300234063894910_20161205T180000Z_20161208T180000Z,300234063894910,2016-12-05T18:00:00+00:00,2016-12-08T18:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161205T180000Z_20161208T180000Z,hycom_gfs,HYCOM currents + GFS winds,HYCOM,GFS,CMEMS,Reader<hycom_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.107846108887049,300234063894910_20161205T180000Z_20161208T180000Z,300234063894910,2016-12-05T18:00:00+00:00,2016-12-08T18:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161210T120000Z_20161213T120000Z,cmems_era5,CMEMS currents + ERA5 winds,CMEMS,ERA5,CMEMS,Reader<cmems_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.854613082121494,300234063894910_20161210T120000Z_20161213T120000Z,300234063894910,2016-12-10T12:00:00+00:00,2016-12-13T12:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161210T120000Z_20161213T120000Z,cmems_gfs,CMEMS currents + GFS winds,CMEMS,GFS,CMEMS,Reader<cmems_curr.nc>,Reader<gfs_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,5.060827169755721,300234063894910_20161210T120000Z_20161213T120000Z,300234063894910,2016-12-10T12:00:00+00:00,2016-12-13T12:00:00+00:00,201612
phase1_loading_audit_v2,invalidate_recipe_on_required_forcing_or_simulation_failure_and_raise_if_no_valid_recipes_remain,300234063894910_20161210T120000Z_20161213T120000Z,hycom_era5,HYCOM currents + ERA5 winds,HYCOM,ERA5,CMEMS,Reader<hycom_curr.nc>,Reader<era5_wind.nc>,Reader<cmems_wave.nc>,False,False,False,True,loaded,valid,valid,False,,,,,4.765052364915484,300234063894910_20161210T120000Z_20161213T120000Z,300234063894910,2016-12-10T12:00:00+00:00,2016-12-13T12:00:00+00:00,201612
