segment_id,total_beached_kg,n_particles,first_arrival_h,arrival_p25_h,arrival_p75_h,mean_assignment_distance_m,max_assignment_distance_m,beached_lat_mean,beached_lon_mean,first_arrival_utc,segment_length_m,segment_midpoint_lon,segment_midpoint_lat,segment_assignment_method
shoreline_00906,25.752,566,35.0,36.0,37.0,83.055,363.335,12.932,121.68,2016-09-07T11:00:00Z,1000.0,121.681,12.93,canonical_shoreline_segments_gpkg
shoreline_00907,3.557,190,35.0,37.0,38.0,230.463,389.014,12.934,121.682,2016-09-07T11:00:00Z,1000.0,121.681,12.937,canonical_shoreline_segments_gpkg
