time,hours_elapsed,surface_t,beached_t,evaporated_t,dispersed_t,surface_pct,beached_pct,evaporated_pct,dispersed_pct
2016-09-06 00:00:00,0,50.344,0.0,0.0,0.0,100.69,0.0,0.0,0.0
2016-09-06 01:00:00,1,26.101,0.0,15.8612,8.0378,52.2,0.0,31.72,16.08
2016-09-06 02:00:00,2,22.317,0.0,27.0501,0.6329,44.63,0.0,54.1,1.27
2016-09-06 03:00:00,3,21.5417,0.0,28.233,0.2253,43.08,0.0,56.47,0.45
2016-09-06 04:00:00,4,20.7411,0.0,28.9933,0.2656,41.48,0.0,57.99,0.53
2016-09-06 05:00:00,5,19.8607,0.0,29.8282,0.3111,39.72,0.0,59.66,0.62
2016-09-06 06:00:00,6,18.9066,0.0,30.7399,0.3535,37.81,0.0,61.48,0.71
2016-09-06 07:00:00,7,17.9158,0.0,31.7242,0.36,35.83,0.0,63.45,0.72
2016-09-06 08:00:00,8,17.0042,0.0,32.6686,0.3271,34.01,0.0,65.34,0.65
2016-09-06 09:00:00,9,16.1639,0.0,33.5376,0.2985,32.33,0.0,67.08,0.6
2016-09-06 10:00:00,10,15.3915,0.0,34.3383,0.2702,30.78,0.0,68.68,0.54
2016-09-06 11:00:00,11,14.6831,0.0,35.0729,0.244,29.37,0.0,70.15,0.49
2016-09-06 12:00:00,12,14.0311,0.0,35.7473,0.2216,28.06,0.0,71.49,0.44
2016-09-06 13:00:00,13,13.4048,0.0,36.3718,0.2234,26.81,0.0,72.74,0.45
2016-09-06 14:00:00,14,12.7427,0.0,37.0106,0.2467,25.49,0.0,74.02,0.49
2016-09-06 15:00:00,15,12.0421,0.0,37.6876,0.2703,24.08,0.0,75.38,0.54
2016-09-06 16:00:00,16,11.301,0.0,38.4033,0.2957,22.6,0.0,76.81,0.59
2016-09-06 17:00:00,17,10.5181,0.0,39.1596,0.3223,21.04,0.0,78.32,0.64
2016-09-06 18:00:00,18,9.6953,0.0,39.9575,0.3471,19.39,0.0,79.92,0.69
2016-09-06 19:00:00,19,8.871,0.0,40.7937,0.3353,17.74,0.0,81.59,0.67
2016-09-06 20:00:00,20,8.1536,0.0,41.559,0.2873,16.31,0.0,83.12,0.57
2016-09-06 21:00:00,21,7.5418,0.0,42.2188,0.2394,15.08,0.0,84.44,0.48
2016-09-06 22:00:00,22,7.0345,0.0,42.7748,0.1907,14.07,0.0,85.55,0.38
2016-09-06 23:00:00,23,6.6347,0.0,43.2257,0.1396,13.27,0.0,86.45,0.28
2016-09-07 00:00:00,24,6.3468,0.0,43.5677,0.0855,12.69,0.0,87.14,0.17
2016-09-07 01:00:00,25,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 02:00:00,26,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 03:00:00,27,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 04:00:00,28,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 05:00:00,29,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 06:00:00,30,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 07:00:00,31,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 08:00:00,32,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 09:00:00,33,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 10:00:00,34,6.3468,0.0,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 11:00:00,35,6.3445,0.0023,43.6966,0.0,12.69,0.0,87.39,0.0
2016-09-07 12:00:00,36,6.3306,0.0139,43.6654,0.0,12.66,0.03,87.33,0.0
2016-09-07 13:00:00,37,6.3194,0.0112,43.5607,0.1087,12.64,0.02,87.12,0.22
2016-09-07 14:00:00,38,6.3175,0.0019,43.4258,0.2548,12.63,0.0,86.85,0.51
2016-09-07 15:00:00,39,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 16:00:00,40,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 17:00:00,41,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 18:00:00,42,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 19:00:00,43,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 20:00:00,44,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 21:00:00,45,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 22:00:00,46,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-07 23:00:00,47,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 00:00:00,48,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 01:00:00,49,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 02:00:00,50,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 03:00:00,51,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 04:00:00,52,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 05:00:00,53,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 06:00:00,54,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 07:00:00,55,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 08:00:00,56,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 09:00:00,57,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 10:00:00,58,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 11:00:00,59,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 12:00:00,60,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 13:00:00,61,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 14:00:00,62,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 15:00:00,63,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 16:00:00,64,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 17:00:00,65,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 18:00:00,66,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 19:00:00,67,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 20:00:00,68,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 21:00:00,69,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 22:00:00,70,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-08 23:00:00,71,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
2016-09-09 00:00:00,72,6.3175,0.0,43.3477,0.3348,12.63,0.0,86.7,0.67
