case_id,comparison_track_id,comparison_track_label,pair_count,pygnome_weathering_enabled,pygnome_degraded_forcing,pygnome_degraded_reason,pygnome_transport_forcing_mode,pygnome_current_mover_used,relative_similarity_rank,mean_kl,min_kl,max_kl,notes,mean_fss_1km,min_fss_1km,max_fss_1km,mean_fss_3km,min_fss_3km,max_fss_3km,mean_fss_5km,min_fss_5km,max_fss_5km,mean_fss_10km,min_fss_10km,max_fss_10km,fss_5km_24h,kl_24h,fss_5km_48h,kl_48h,fss_5km_72h,kl_72h
CASE_2016-09-17,deterministic,OpenDrift deterministic,3,False,False,,matched_grid_wind_plus_grid_current,True,1,5.333625947013979,0.0,15.04018322297185,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.6666666666666666,0.3333333333333333,1.0,0.7293832293832293,0.4189189189189189,1.0,0.7288695652173912,0.404,1.0,0.7285177098495875,0.3938864628820959,1.0,1.0,0.0,0.782608695652174,15.04018322297185,0.404,0.9606946180700878
CASE_2016-09-01,deterministic,OpenDrift deterministic,3,False,False,,matched_grid_wind_plus_grid_current,True,2,14.955158272790413,2.5409291058761965,22.63360974122068,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.38888888888888884,0.0,0.6666666666666666,0.49773063777381094,0.1651376146788989,0.7692307692307692,0.5462942286763306,0.2808022922636105,0.782608695652174,0.5846238309499636,0.3743523316062176,0.7916666666666667,0.782608695652174,19.690935971274364,0.5754716981132074,2.5409291058761965,0.2808022922636105,22.63360974122068
CASE_2016-09-06,deterministic,OpenDrift deterministic,3,False,False,,matched_grid_wind_plus_grid_current,True,3,19.004206784845397,16.316827699197106,22.76262930096855,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.43333333333333335,0.4,0.5,0.49208490735743843,0.4587155963302752,0.5588235294117647,0.5012794867636193,0.4641833810888252,0.5754716981132075,0.5076952183995894,0.4676165803108808,0.5878524945770064,0.4641833810888252,22.76262930096855,0.4641833810888254,17.93316335437054,0.5754716981132075,16.316827699197106
CASE_2016-09-06,ensemble_p50,OpenDrift p50 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,1,1.9968905798136805,1.4746035544640246,2.4116210698022766,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.4254180602006688,0.2608695652173912,0.6153846153846154,0.5766780358687732,0.3764921946740127,0.779510022271715,0.5418272972693857,0.3377018043684709,0.7638971906754334,0.5193403201320673,0.3116047745358089,0.7527066929133859,0.7638971906754334,2.1044471151747404,0.5238828967642527,1.4746035544640246,0.3377018043684709,2.4116210698022766
CASE_2016-09-01,ensemble_p50,OpenDrift p50 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,2,2.2105823679298555,1.6964865959885576,2.546025257189364,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.33383458646616543,0.2857142857142858,0.4,0.43265877564429545,0.3858520900321543,0.5182926829268293,0.43330693724856423,0.3803973509933774,0.4966555183946489,0.42986383488467256,0.3698482623592753,0.4827706230421162,0.4966555183946489,1.6964865959885576,0.3803973509933774,2.389235250611644,0.4228679423576662,2.546025257189364
CASE_2016-09-17,ensemble_p50,OpenDrift p50 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,3,2.3489948480262255,2.0814772746211485,2.7682883342449616,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.27843137254901956,0.1999999999999999,0.4,0.39228873873926706,0.2648648648648646,0.5709372312983663,0.3600389458028195,0.2424677187948349,0.5370675453047775,0.33553627610266207,0.2297772567409145,0.4982471795525527,0.2424677187948349,2.197218935212566,0.300581573308846,2.0814772746211485,0.5370675453047775,2.7682883342449616
CASE_2016-09-06,ensemble_p90,OpenDrift p90 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,1,1.8713190064029284,1.2669647273472249,2.3603279087307727,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.4699940582293523,0.2727272727272727,0.6666666666666666,0.6176999986679684,0.3960784313725491,0.8040201005025126,0.5890467885541774,0.3544407894736842,0.8055944055944056,0.5709699050735838,0.3273770610881091,0.8035242290748899,0.8055944055944056,1.986664383130788,0.6071051705944426,1.2669647273472249,0.3544407894736842,2.3603279087307727
CASE_2016-09-01,ensemble_p90,OpenDrift p90 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,2,2.080057678849735,1.5629555473046888,2.421513285354207,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.37105836486641436,0.3157894736842105,0.4444444444444445,0.4813999753068172,0.4296081277213353,0.5830258302583027,0.4823649998570651,0.4214738246082027,0.5586708203530635,0.4803808413784165,0.414673844998122,0.5426561125769571,0.5586708203530635,1.5629555473046888,0.4214738246082027,2.2557042038903097,0.466950354609929,2.421513285354207
CASE_2016-09-17,ensemble_p90,OpenDrift p90 occupancy footprint,3,False,False,,matched_grid_wind_plus_grid_current,True,3,2.2325635372622044,2.0124845817906807,2.605769826827319,Comparator-only prototype transport benchmark. PyGNOME is not treated as truth.,0.3089225589225589,0.2222222222222221,0.4545454545454546,0.4303852334204216,0.2931596091205212,0.6365503080082136,0.396111992799334,0.2705570291777187,0.5984396512161541,0.37350656460284193,0.257226491035492,0.5663094440723375,0.2705570291777187,2.0794362031686138,0.3193392980041293,2.0124845817906807,0.5984396512161541,2.605769826827319
