time,hours_elapsed,surface_t,beached_t,evaporated_t,dispersed_t,surface_pct,beached_pct,evaporated_pct,dispersed_pct
2016-09-17 00:00:00,0,50.344,0.0,0.0,0.0,100.69,0.0,0.0,0.0
2016-09-17 01:00:00,1,21.6879,0.0,25.2395,3.0727,43.38,0.0,50.48,6.15
2016-09-17 02:00:00,2,19.6602,0.0,29.2497,1.0901,39.32,0.0,58.5,2.18
2016-09-17 03:00:00,3,17.672,0.0,31.1412,1.1868,35.34,0.0,62.28,2.37
2016-09-17 04:00:00,4,15.7658,0.0,33.0191,1.2151,31.53,0.0,66.04,2.43
2016-09-17 05:00:00,5,13.9617,0.0,34.8074,1.2309,27.92,0.0,69.61,2.46
2016-09-17 06:00:00,6,12.1816,0.0,36.6113,1.2071,24.36,0.0,73.22,2.41
2016-09-17 07:00:00,7,10.6142,0.0,38.287,1.0988,21.23,0.0,76.57,2.2
2016-09-17 08:00:00,8,9.2388,0.0,39.7876,0.9736,18.48,0.0,79.58,1.95
2016-09-17 09:00:00,9,8.0226,0.0,41.11,0.8674,16.05,0.0,82.22,1.73
2016-09-17 10:00:00,10,6.9197,0.0,42.3175,0.7628,13.84,0.0,84.63,1.53
2016-09-17 11:00:00,11,5.9572,0.0,43.3761,0.6667,11.91,0.0,86.75,1.33
2016-09-17 12:00:00,12,5.0743,0.0,44.3297,0.5959,10.15,0.0,88.66,1.19
2016-09-17 13:00:00,13,4.2527,0.0,45.2078,0.5394,8.51,0.0,90.42,1.08
2016-09-17 14:00:00,14,3.4995,0.0,46.031,0.4696,7.0,0.0,92.06,0.94
2016-09-17 15:00:00,15,2.8603,0.0,46.745,0.3947,5.72,0.0,93.49,0.79
2016-09-17 16:00:00,16,2.3266,0.0,47.3521,0.3213,4.65,0.0,94.7,0.64
2016-09-17 17:00:00,17,1.9125,0.0,47.8353,0.2521,3.83,0.0,95.67,0.5
2016-09-17 18:00:00,18,1.6076,0.0,48.2065,0.1858,3.22,0.0,96.41,0.37
2016-09-17 19:00:00,19,1.4113,0.0,48.458,0.1307,2.82,0.0,96.92,0.26
2016-09-17 20:00:00,20,1.2826,0.0,48.617,0.1003,2.57,0.0,97.23,0.2
2016-09-17 21:00:00,21,1.1804,0.0,48.7322,0.0874,2.36,0.0,97.46,0.17
2016-09-17 22:00:00,22,1.1011,0.0,48.8289,0.07,2.2,0.0,97.66,0.14
2016-09-17 23:00:00,23,1.0556,0.0,48.8905,0.0539,2.11,0.0,97.78,0.11
2016-09-18 00:00:00,24,1.0318,0.0,48.925,0.0432,2.06,0.0,97.85,0.09
2016-09-18 01:00:00,25,1.0306,0.0011,48.9346,0.0337,2.06,0.0,97.87,0.07
2016-09-18 02:00:00,26,1.0287,0.0019,48.8793,0.0902,2.06,0.0,97.76,0.18
2016-09-18 03:00:00,27,1.0229,0.0055,48.7879,0.1837,2.05,0.01,97.58,0.37
2016-09-18 04:00:00,28,1.0192,0.0027,48.5217,0.4564,2.04,0.01,97.04,0.91
2016-09-18 05:00:00,29,1.0152,0.0024,48.3935,0.5889,2.03,0.0,96.79,1.18
2016-09-18 06:00:00,30,1.0139,0.0002,48.276,0.7099,2.03,0.0,96.55,1.42
2016-09-18 07:00:00,31,1.0129,0.0007,48.2679,0.7185,2.03,0.0,96.54,1.44
2016-09-18 08:00:00,32,1.0067,0.0062,48.2297,0.7574,2.01,0.01,96.46,1.51
2016-09-18 09:00:00,33,1.0026,0.0041,47.9162,1.0771,2.01,0.01,95.83,2.15
2016-09-18 10:00:00,34,0.9935,0.0091,47.7224,1.275,1.99,0.02,95.44,2.55
2016-09-18 11:00:00,35,0.9738,0.0197,47.2903,1.7163,1.95,0.04,94.58,3.43
2016-09-18 12:00:00,36,0.9404,0.0333,46.3631,2.6632,1.88,0.07,92.73,5.33
2016-09-18 13:00:00,37,0.9014,0.039,44.8054,4.2542,1.8,0.08,89.61,8.51
2016-09-18 14:00:00,38,0.8659,0.0355,42.99,6.1086,1.73,0.07,85.98,12.22
2016-09-18 15:00:00,39,0.8367,0.0292,41.3485,7.7856,1.67,0.06,82.7,15.57
2016-09-18 16:00:00,40,0.8131,0.0236,39.986,9.1774,1.63,0.05,79.97,18.35
2016-09-18 17:00:00,41,0.7976,0.0155,38.8931,10.2938,1.6,0.03,77.79,20.59
2016-09-18 18:00:00,42,0.7909,0.0067,38.179,11.0234,1.58,0.01,76.36,22.05
