pair_id,pair_role,score_group,obs_date,validation_dates_used,seed_obs_date,source_key,source_name,provider,branch_id,branch_description,branch_precedence,branch_model_dir,branch_model_run_name,branch_run_status,forecast_product,forecast_path,probability_path,observation_product,observation_path,metric,windows_km,track_label,track_id,track_title,phase_or_track,reporting_role,case_freeze_amendment_path,source_semantics,empty_forecast_reason,precheck_csv,precheck_json,forecast_nonzero_cells,obs_nonzero_cells,area_ratio_forecast_to_obs,centroid_distance_m,iou,dice,nearest_distance_to_obs_m,ocean_cell_count
march14_reinit_branch_R0,march14_nextday_reinit_branch_compare,single_date_branch_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R0,Frozen baseline stranding branch.,1,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,reused_existing_branch_run,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3b_primary_public_validation_reinit,B1,Mindoro March 13 -> March 14 NOAA reinit primary validation,phase3b_reinit_primary,canonical_phase3b_public_validation_source,config/case_mindoro_retro_2023_phase3b_primary_validation_amendment.yaml,march13_polygon_reinit_vs_march14_local_date_branch_p50,model_survival_did_not_reach_march14_local_date,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R0.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R0.json,0,22,0.0,,0.0,0.0,,11381
march14_reinit_branch_R1_previous,march14_nextday_reinit_branch_compare,single_date_branch_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R1_previous,Selected retention branch using previous wet location on coastline contact.,2,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,reused_existing_member_outputs,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3b_primary_public_validation_reinit,B1,Mindoro March 13 -> March 14 NOAA reinit primary validation,phase3b_reinit_primary,canonical_phase3b_public_validation_source,config/case_mindoro_retro_2023_phase3b_primary_validation_amendment.yaml,march13_polygon_reinit_vs_march14_local_date_branch_p50,,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R1_previous.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R1_previous.json,5,22,0.22727272727272727,7358.1573331128075,0.0,0.0,1414.213562373095,11381
