pair_id,pair_role,score_group,obs_date,validation_dates_used,seed_obs_date,source_key,source_name,provider,branch_id,branch_description,branch_precedence,branch_model_dir,branch_model_run_name,branch_run_status,forecast_product,forecast_path,probability_path,observation_product,observation_path,metric,windows_km,track_label,track_id,track_title,phase_or_track,reporting_role,case_freeze_amendment_path,source_semantics,empty_forecast_reason,precheck_csv,precheck_json,forecast_nonzero_cells,obs_nonzero_cells,area_ratio_forecast_to_obs,centroid_distance_m,iou,dice,nearest_distance_to_obs_m,ocean_cell_count,branch_output_slug,branch_description_survival,branch_precedence_survival,branch_run_status_survival,forecast_result_status,model_dir,model_run_name,probability_path_survival,forecast_path_survival,march13_probability_path,march13_forecast_path,march14_probability_path,march14_forecast_path,member_count,last_active_particle_time_utc,march13_local_active_timestamp_count,march14_local_active_timestamp_count,march13_local_active_timestamps,march14_local_active_timestamps,reached_march13_local_date,reached_march14_local_date,empty_forecast_reason_survival,forecast_nonzero_cells_from_march14_localdate_mask,element_count_requested,element_count_actual,fss_1km,fss_3km,fss_5km,fss_10km,mean_fss
march14_reinit_branch_R0,march14_nextday_reinit_branch_compare,single_date_branch_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R0,Frozen baseline stranding branch.,1,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,reused_existing_branch_run,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3b_primary_public_validation_reinit,B1,Mindoro March 13 -> March 14 NOAA reinit primary validation,phase3b_reinit_primary,canonical_phase3b_public_validation_source,config/case_mindoro_retro_2023_phase3b_primary_validation_amendment.yaml,march13_polygon_reinit_vs_march14_local_date_branch_p50,model_survival_did_not_reach_march14_local_date,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R0.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R0.json,0,22,0.0,,0.0,0.0,,11381,R0,Frozen baseline stranding branch.,1,reused_existing_branch_run,reused_existing_branch_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,50,2023-03-13T06:00:00Z,15,0,2023-03-12T16:00:00Z;2023-03-12T17:00:00Z;2023-03-12T18:00:00Z;2023-03-12T19:00:00Z;2023-03-12T20:00:00Z;2023-03-12T21:00:00Z;2023-03-12T22:00:00Z;2023-03-12T23:00:00Z;2023-03-13T00:00:00Z;2023-03-13T01:00:00Z;2023-03-13T02:00:00Z;2023-03-13T03:00:00Z;2023-03-13T04:00:00Z;2023-03-13T05:00:00Z;2023-03-13T06:00:00Z,,True,False,model_survival_did_not_reach_march14_local_date,0,100000,100000,0.0,0.0,0.0,0.0,0.0
march14_reinit_branch_R1_previous,march14_nextday_reinit_branch_compare,single_date_branch_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R1_previous,Selected retention branch using previous wet location on coastline contact.,2,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,reused_existing_member_outputs,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3b_primary_public_validation_reinit,B1,Mindoro March 13 -> March 14 NOAA reinit primary validation,phase3b_reinit_primary,canonical_phase3b_public_validation_source,config/case_mindoro_retro_2023_phase3b_primary_validation_amendment.yaml,march13_polygon_reinit_vs_march14_local_date_branch_p50,,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R1_previous.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/precheck/march14_reinit_branch_R1_previous.json,5,22,0.22727272727272727,7358.1573331128075,0.0,0.0,1414.213562373095,11381,R1_previous,Selected retention branch using previous wet location on coastline contact.,2,reused_existing_member_outputs,reused_existing_member_outputs,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,50,2023-03-14T19:00:00Z,24,24,2023-03-12T16:00:00Z;2023-03-12T17:00:00Z;2023-03-12T18:00:00Z;2023-03-12T19:00:00Z;2023-03-12T20:00:00Z;2023-03-12T21:00:00Z;2023-03-12T22:00:00Z;2023-03-12T23:00:00Z;2023-03-13T00:00:00Z;2023-03-13T01:00:00Z;2023-03-13T02:00:00Z;2023-03-13T03:00:00Z;2023-03-13T04:00:00Z;2023-03-13T05:00:00Z;2023-03-13T06:00:00Z;2023-03-13T07:00:00Z;2023-03-13T08:00:00Z;2023-03-13T09:00:00Z;2023-03-13T10:00:00Z;2023-03-13T11:00:00Z;2023-03-13T12:00:00Z;2023-03-13T13:00:00Z;2023-03-13T14:00:00Z;2023-03-13T15:00:00Z,2023-03-13T16:00:00Z;2023-03-13T17:00:00Z;2023-03-13T18:00:00Z;2023-03-13T19:00:00Z;2023-03-13T20:00:00Z;2023-03-13T21:00:00Z;2023-03-13T22:00:00Z;2023-03-13T23:00:00Z;2023-03-14T00:00:00Z;2023-03-14T01:00:00Z;2023-03-14T02:00:00Z;2023-03-14T03:00:00Z;2023-03-14T04:00:00Z;2023-03-14T05:00:00Z;2023-03-14T06:00:00Z;2023-03-14T07:00:00Z;2023-03-14T08:00:00Z;2023-03-14T09:00:00Z;2023-03-14T10:00:00Z;2023-03-14T11:00:00Z;2023-03-14T12:00:00Z;2023-03-14T13:00:00Z;2023-03-14T14:00:00Z;2023-03-14T15:00:00Z,True,True,,5,100000,100000,0.0,0.04410084397715486,0.13713343304839443,0.2489511001092829,0.10754634428370805
