branch_id,branch_output_slug,branch_description,branch_precedence,branch_run_status,forecast_result_status,model_dir,model_run_name,probability_path,forecast_path,march13_probability_path,march13_forecast_path,march14_probability_path,march14_forecast_path,member_count,last_active_particle_time_utc,march13_local_active_timestamp_count,march14_local_active_timestamp_count,march13_local_active_timestamps,march14_local_active_timestamps,reached_march13_local_date,reached_march14_local_date,empty_forecast_reason,forecast_nonzero_cells_from_march14_localdate_mask,element_count_requested,element_count_actual
R0,R0,Frozen baseline stranding branch.,1,reused_existing_branch_run,reused_existing_branch_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/model_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,50,2023-03-13T06:00:00Z,15,0,2023-03-12T16:00:00Z;2023-03-12T17:00:00Z;2023-03-12T18:00:00Z;2023-03-12T19:00:00Z;2023-03-12T20:00:00Z;2023-03-12T21:00:00Z;2023-03-12T22:00:00Z;2023-03-12T23:00:00Z;2023-03-13T00:00:00Z;2023-03-13T01:00:00Z;2023-03-13T02:00:00Z;2023-03-13T03:00:00Z;2023-03-13T04:00:00Z;2023-03-13T05:00:00Z;2023-03-13T06:00:00Z,,True,False,model_survival_did_not_reach_march14_local_date,0,100000,100000
R1_previous,R1_previous,Selected retention branch using previous wet location on coastline contact.,2,reused_existing_member_outputs,reused_existing_member_outputs,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/model_run,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-13_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/prob_presence_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,50,2023-03-14T19:00:00Z,24,24,2023-03-12T16:00:00Z;2023-03-12T17:00:00Z;2023-03-12T18:00:00Z;2023-03-12T19:00:00Z;2023-03-12T20:00:00Z;2023-03-12T21:00:00Z;2023-03-12T22:00:00Z;2023-03-12T23:00:00Z;2023-03-13T00:00:00Z;2023-03-13T01:00:00Z;2023-03-13T02:00:00Z;2023-03-13T03:00:00Z;2023-03-13T04:00:00Z;2023-03-13T05:00:00Z;2023-03-13T06:00:00Z;2023-03-13T07:00:00Z;2023-03-13T08:00:00Z;2023-03-13T09:00:00Z;2023-03-13T10:00:00Z;2023-03-13T11:00:00Z;2023-03-13T12:00:00Z;2023-03-13T13:00:00Z;2023-03-13T14:00:00Z;2023-03-13T15:00:00Z,2023-03-13T16:00:00Z;2023-03-13T17:00:00Z;2023-03-13T18:00:00Z;2023-03-13T19:00:00Z;2023-03-13T20:00:00Z;2023-03-13T21:00:00Z;2023-03-13T22:00:00Z;2023-03-13T23:00:00Z;2023-03-14T00:00:00Z;2023-03-14T01:00:00Z;2023-03-14T02:00:00Z;2023-03-14T03:00:00Z;2023-03-14T04:00:00Z;2023-03-14T05:00:00Z;2023-03-14T06:00:00Z;2023-03-14T07:00:00Z;2023-03-14T08:00:00Z;2023-03-14T09:00:00Z;2023-03-14T10:00:00Z;2023-03-14T11:00:00Z;2023-03-14T12:00:00Z;2023-03-14T13:00:00Z;2023-03-14T14:00:00Z;2023-03-14T15:00:00Z,True,True,,5,100000,100000
