pair_id,pair_role,score_group,obs_date,validation_dates_used,seed_obs_date,source_key,source_name,provider,track_id,track_name,model_name,model_family,transport_model,provisional_transport_model,initialization_mode,current_source,wind_source,wave_stokes_status,structural_limitations,forecast_product,forecast_path,observation_product,observation_path,metric,windows_km,track_label,source_semantics,empty_forecast_reason,precheck_csv,precheck_json,forecast_nonzero_cells,obs_nonzero_cells,area_ratio_forecast_to_obs,centroid_distance_m,iou,dice,nearest_distance_to_obs_m,ocean_cell_count,fss_1km,fss_3km,fss_5km,fss_10km,mean_fss,track_tie_break_order,rank,is_top_ranked
R1_previous_reinit_p50_march14_nextday_reinit_crossmodel_compare,march14_nextday_reinit_crossmodel_compare,march14_single_date_crossmodel_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R1_previous_reinit_p50,R1_previous_reinit_p50_vs_march14_noaa,OpenDrift R1 previous reinit p50,OpenDrift,oceandrift,True,accepted_march13_noaa_processed_polygon_reinit,same frozen hycom_era5 OpenDrift recipe currents as upstream reinit,same frozen hycom_era5 OpenDrift recipe winds as upstream reinit,same OpenDrift wave/Stokes stack reused from the completed March 13 -> March 14 reinit phase,This comparator reuses the completed March 13 -> March 14 OpenDrift branch p50 product rather than rerunning OpenDrift.,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R1_previous/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3a_primary_public_validation_crossmodel_compare,march13_reinit_polygon_vs_march14_local_date_crossmodel_compare,nan,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/R1_previous_reinit_p50_march14_nextday_reinit_crossmodel_compare.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/R1_previous_reinit_p50_march14_nextday_reinit_crossmodel_compare.json,5,22,0.22727272727272727,7358.1573331128075,0.0,0.0,1414.213562373095,11381,0.0,0.04410084397715486,0.13713343304839443,0.2489511001092829,0.10754634428370805,0,1,True
pygnome_reinit_deterministic_march14_nextday_reinit_crossmodel_compare,march14_nextday_reinit_crossmodel_compare,march14_single_date_crossmodel_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,pygnome_reinit_deterministic,pygnome_reinit_deterministic_vs_march14_noaa,PyGNOME deterministic March 13 reinit comparator,PyGNOME,pygnome,True,accepted_march13_noaa_processed_polygon_surrogate_clustered_point_spills,not attached identically; current PyGNOME benchmark service remains simplified,nearest compatible constant-wind PyGNOME benchmark,not reproduced identically; PyGNOME benchmark does not attach the OpenDrift wave/Stokes stack,"PyGNOME is comparator-only. It is seeded from the March 13 NOAA polygon surrogate, but it does not reproduce the exact OpenDrift gridded current/wave/Stokes forcing stack.",pygnome_footprint_mask_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/tracks/pygnome_reinit_deterministic/pygnome_footprint_mask_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3a_primary_public_validation_crossmodel_compare,march13_reinit_polygon_vs_march14_local_date_crossmodel_compare,,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/pygnome_reinit_deterministic_march14_nextday_reinit_crossmodel_compare.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/pygnome_reinit_deterministic_march14_nextday_reinit_crossmodel_compare.json,6,22,0.2727272727272727,12876.764546943627,0.0,0.0,6082.76253029822,11381,0.0,0.0,1.1102230246251565e-16,0.02439535124386949,0.0060988378109674,2,2,False
R0_reinit_p50_march14_nextday_reinit_crossmodel_compare,march14_nextday_reinit_crossmodel_compare,march14_single_date_crossmodel_compare,2023-03-14,2023-03-14,2023-03-13,10b37c42a9754363a5f7b14199b077e6,MindoroOilSpill_NOAA_230314,NOAA/NESDIS,R0_reinit_p50,R0_reinit_p50_vs_march14_noaa,OpenDrift R0 reinit p50,OpenDrift,oceandrift,True,accepted_march13_noaa_processed_polygon_reinit,same frozen hycom_era5 OpenDrift recipe currents as upstream reinit,same frozen hycom_era5 OpenDrift recipe winds as upstream reinit,same OpenDrift wave/Stokes stack reused from the completed March 13 -> March 14 reinit phase,This comparator reuses the completed March 13 -> March 14 OpenDrift branch p50 product rather than rerunning OpenDrift.,mask_p50_2023-03-14_localdate.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit/R0/forecast_datecomposites/mask_p50_2023-03-14_localdate.tif,10b37c42a9754363a5f7b14199b077e6.tif,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public/accepted_obs_masks/10b37c42a9754363a5f7b14199b077e6.tif,FSS,"1,3,5,10",mindoro_phase3a_primary_public_validation_crossmodel_compare,march13_reinit_polygon_vs_march14_local_date_crossmodel_compare,model_survival_did_not_reach_march14_local_date,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/R0_reinit_p50_march14_nextday_reinit_crossmodel_compare.csv,output/CASE_MINDORO_RETRO_2023/phase3b_extended_public_scored_march13_14_reinit_pygnome_comparison/precheck/R0_reinit_p50_march14_nextday_reinit_crossmodel_compare.json,0,22,0.0,,0.0,0.0,,11381,0.0,0.0,0.0,0.0,0.0,1,3,False
