time,hours_elapsed,surface_t,beached_t,evaporated_t,dispersed_t,surface_pct,beached_pct,evaporated_pct,dispersed_pct
2016-09-02 17:00:00,41,41.6025,0.0,3.1498,5.2477,83.2,0.0,6.3,10.5
2016-09-02 18:00:00,42,41.2561,0.0,3.1713,5.5726,82.51,0.0,6.34,11.15
2016-09-02 19:00:00,43,40.8565,0.0,3.1988,5.9447,81.71,0.0,6.4,11.89
2016-09-02 20:00:00,44,40.4321,0.0,3.2286,6.3393,80.86,0.0,6.46,12.68
2016-09-02 21:00:00,45,39.9124,0.0,3.263,6.8245,79.82,0.0,6.53,13.65
2016-09-02 22:00:00,46,39.2644,0.0,3.3096,7.426,78.53,0.0,6.62,14.85
2016-09-02 23:00:00,47,38.6274,0.0,3.3613,8.0112,77.25,0.0,6.72,16.02
2016-09-03 00:00:00,48,38.079,0.0,3.4102,8.5108,76.16,0.0,6.82,17.02
2016-09-03 01:00:00,49,37.6367,0.0,3.4509,8.9124,75.27,0.0,6.9,17.82
2016-09-03 02:00:00,50,37.228,0.0,3.4871,9.2849,74.46,0.0,6.97,18.57
2016-09-03 03:00:00,51,36.7965,0.0,3.5224,9.6811,73.59,0.0,7.04,19.36
2016-09-03 04:00:00,52,36.2388,0.0,3.5665,10.1947,72.48,0.0,7.13,20.39
2016-09-03 05:00:00,53,35.5743,0.0,3.624,10.8017,71.15,0.0,7.25,21.6
2016-09-03 06:00:00,54,34.8788,0.0,3.689,11.4321,69.76,0.0,7.38,22.86
2016-09-03 07:00:00,55,34.1581,0.0,3.7585,12.0834,68.32,0.0,7.52,24.17
2016-09-03 08:00:00,56,33.4007,0.0,3.8354,12.7639,66.8,0.0,7.67,25.53
2016-09-03 09:00:00,57,32.6592,0.0,3.9154,13.4254,65.32,0.0,7.83,26.85
2016-09-03 10:00:00,58,31.9411,0.0,3.9979,14.061,63.88,0.0,8.0,28.12
2016-09-03 11:00:00,59,31.2989,0.0,4.077,14.6241,62.6,0.0,8.15,29.25
2016-09-03 12:00:00,60,30.7496,0.0,4.1491,15.1013,61.5,0.0,8.3,30.2
2016-09-03 13:00:00,61,30.2937,0.0,4.2109,15.4954,60.59,0.0,8.42,30.99
2016-09-03 14:00:00,62,29.8706,0.0,4.2659,15.8636,59.74,0.0,8.53,31.73
2016-09-03 15:00:00,63,29.4228,0.0,4.3233,16.2539,58.85,0.0,8.65,32.51
2016-09-03 16:00:00,64,28.9703,0.0,4.3848,16.645,57.94,0.0,8.77,33.29
2016-09-03 17:00:00,65,28.5458,0.0,4.4459,17.0083,57.09,0.0,8.89,34.02
2016-09-03 18:00:00,66,28.1294,0.0,4.5039,17.3667,56.26,0.0,9.01,34.73
2016-09-03 19:00:00,67,27.6291,0.0,4.5704,17.8005,55.26,0.0,9.14,35.6
2016-09-03 20:00:00,68,27.0345,0.0,4.6548,18.3107,54.07,0.0,9.31,36.62
2016-09-03 21:00:00,69,26.4106,0.0,4.7518,18.8376,52.82,0.0,9.5,37.68
2016-09-03 22:00:00,70,25.8255,0.0,4.854,19.3205,51.65,0.0,9.71,38.64
2016-09-03 23:00:00,71,25.3589,0.0,4.9414,19.6997,50.72,0.0,9.88,39.4
2016-09-04 00:00:00,72,24.9136,0.0,5.0216,20.0648,49.83,0.0,10.04,40.13
